1,xylose,0.220574618550439,0.967078872500416
2,xylitol,0.271413045824343,0.967078872500416
3,xanthine,0.850057598769298,0.967078872500416
4,valine,0.0395578846997736,0.731820866945811
5,uridine,0.327252836860315,0.967078872500416
6,uric acid,0.427072335671408,0.967078872500416
7,urea,0.390607666423859,0.967078872500416
8,uracil,0.478859495855079,0.967078872500416
9,UDP GlcNAc,0.519646811916272,0.967078872500416
10,tyrosine,0.363549708380316,0.967078872500416
11,tryptophan,0.775551392524957,0.967078872500416
12,tocopherol alpha-,0.991197707713429,0.991197707713429
13,thymine,0.474294902653963,0.967078872500416
14,threonine,0.605202787775938,0.967078872500416
15,threonic acid,0.567702765334532,0.967078872500416
16,terephthalic acid,0.758469478510806,0.967078872500416
17,taurine,0.436036382756202,0.967078872500416
18,tagatose,0.222437907848469,0.967078872500416
19,sucrose,0.380977216347351,0.967078872500416
20,succinic acid,0.110358727398482,0.960770097351494
21,succinate semialdehyde,0.385933842109042,0.967078872500416
22,squalene,0.221408368697954,0.967078872500416
23,sorbitol,0.631463423582801,0.967078872500416
24,shikimic acid,0.724221423370523,0.967078872500416
25,serine,0.662351181120988,0.967078872500416
26,ribose,0.663873429035956,0.967078872500416
27,ribonic acid,0.324437355666683,0.967078872500416
28,ribitol,0.854633260163969,0.967078872500416
29,pyruvic acid,0.865767898249183,0.967078872500416
30,pyrophosphate,0.748858093598702,0.967078872500416
31,pseudo uridine,0.9520432193626,0.971740665280447
32,proline,0.377386324012814,0.967078872500416
33,p-hydroxylphenyllactic acid,0.247040385501278,0.967078872500416
34,phosphoethanolamine,0.486754023297115,0.967078872500416
35,phosphate,0.374943895297373,0.967078872500416
36,phenylalanine,0.108200643076441,0.960770097351494
37,pentadecanoic acid,0.323721608150883,0.967078872500416
38,pantothenic acid,0.741029578357259,0.967078872500416
39,palmitoleic acid,0.917414146782241,0.97173020603694
40,oxoproline,0.805727043676611,0.967078872500416
41,oxalic acid,0.0308587925444149,0.731820866945811
42,ornithine,0.768145408014429,0.967078872500416
43,oleic acid,0.508246129949097,0.967078872500416
44,noradrenaline,0.0661934808076298,0.753587319963785
45,nonadecanoic acid,0.19152420979433,0.967078872500416
46,nicotinamide,0.608047497079392,0.967078872500416
47,N-acetylputrescine,0.875731553182087,0.967225894559319
48,n-acetyl-d-hexosamine,0.469330678477706,0.967078872500416
49,N-acetylaspartic acid,0.447842732338586,0.967078872500416
50,myristic acid,0.377698085624273,0.967078872500416
